oid,num_detections,redshift,distance_mpcZTF17aaaaaby,24,distance_mpc,first_mjd,last_mjd,first_utc,last_utc,duration_days,peak_luminosity,r_squared
ZTF17aaabemy,50,N/A (No catsHTM match),,,,58300.432384300046,60876.326898099855,2018-07-01T10:22:38.003523840+00:00,2025-07-20T07:50:43.995827456+00:00,2575.894513799809,N/A,0.11422813394211828
ZTF17aaabemz,58,N/A (No catsHTM match),,,,58286.430092600174,60077.418599499855,2018-06-17T10:19:20.000655104+00:00,2023-05-13T10:02:46.996787456+00:00,1790.988506899681,N/A,-1.937178453426114e-06
ZTF17aaabenb,140,N/A (No catsHTM match),,,,58336.34733799985,60927.21644680016,2018-08-06T08:20:10.003186688+00:00,2025-09-09T05:11:41.003533568+00:00,2590.86910880031,N/A,0.003995001914731455
ZTF17aaabenf,73,N/A (No catsHTM match),,,,58297.41707180021,60972.20287040016,2018-06-28T10:00:35.003538432+00:00,2025-10-24T04:52:08.002573568+00:00,2674.7857985999435,N/A,-2.645695967418149e-06
ZTF17aaabenq,75,N/A (No catsHTM match),,,,58277.4510764,60905.3111343002,2018-06-08T10:49:33.000960+00:00,2025-08-18T07:28:02.003536896+00:00,2627.860057900194,N/A,0.01924321294511
ZTF17aaabeoc,145,N/A (No catsHTM match),,,,58288.43481480004,60986.11543980008,2018-06-19T10:26:07.998723584+00:00,2025-11-07T02:46:13.998726912+00:00,2697.6806250000373,N/A,-2.149427419828598e-06
ZTF17aaabeoe,38,N/A (No catsHTM match),,,,58340.38431710005,60785.45142359985,2018-08-10T09:13:24.997444096+00:00,2025-04-20T10:50:02.999027200+00:00,2445.0671064998023,N/A,
ZTF17aaabeof,29,N/A (No catsHTM match),,,,58319.4045833,60788.48620369984,2018-07-20T09:42:35.997119744+00:00,2025-04-23T11:40:07.999665920+00:00,2469.08162039984,N/A,-1.7647139145095418
ZTF17aaabeoq,76,N/A (No catsHTM match),,,,58289.4108564998,60932.28425930021,2018-06-20T09:51:38.001582848+00:00,2025-09-14T06:49:20.003538432+00:00,2642.873402800411,N/A,0.00839915585040163
ZTF17aaabepd,85,N/A (No catsHTM match),,,,58277.4510764,60943.32371529983,2018-06-08T10:49:33.000960+00:00,2025-09-25T07:46:09.001905664+00:00,2665.872638899833,N/A,0.1756839487504981
ZTF17aaabepm,41,N/A (No catsHTM match),,,,58318.41552079981,60840.42362269992,2018-07-19T09:58:20.997103872+00:00,2025-06-14T10:10:01.001273088+00:00,2522.008101900108,N/A,0.21942820846837108
ZTF17aaabeqd,139,N/A (No catsHTM match),,,,58390.51843750011,60977.34371529985,2018-09-29T12:26:33.000009728+00:00,2025-10-29T08:14:57.001907200+00:00,2586.8252777997404,N/A,
ZTF17aaabeqf,49,N/A (No catsHTM match),,,,58366.47562499996,59984.16197919985,2018-09-05T11:24:53.999996672+00:00,2023-02-09T03:53:15.002867200+00:00,1617.68635419989,N/A,
ZTF17aaabeqm,127,N/A (No catsHTM match),,,,58368.48990740022,60948.42792819999,2018-09-07T11:45:27.999378688+00:00,2025-09-30T10:16:12.996479232+00:00,2579.9380207997747,N/A,0.0027271834382804894
ZTF17aaabeqw,40,N/A (No catsHTM match),,,,58369.4285300998,60671.22874999978,2018-09-08T10:17:05.000622848+00:00,2024-12-27T05:29:23.999980800+00:00,2301.8002198999748,N/A,-0.9592820043990322
ZTF17aaaberw,21,N/A (No catsHTM match),,,,58370.46553240018,60914.486944399774,2018-09-09T11:10:21.999375616+00:00,2025-08-27T11:41:11.996140544+00:00,2544.0214119995944,N/A,-2.494026962063245e-06
ZTF17aaabesm,49,N/A (No catsHTM match),,,,58367.493437500205,60927.4265509001,2018-09-06T11:50:33.000017664+00:00,2025-09-09T10:14:13.997768448+00:00,2559.933113399893,N/A,
ZTF17aaabesv,88,N/A (No catsHTM match),,,,58281.433923599776,60483.369131899904,2018-06-12T10:24:50.999020544+00:00,2024-06-22T08:51:32.996151808+00:00,2201.9352083001286,N/A,-1.5759481863379743
ZTF17aaabesw,63,N/A (No catsHTM match),,,,58292.42579860008,60862.39550929982,2018-06-23T10:13:08.999046400+00:00,2025-07-06T09:29:32.003504640+00:00,2569.969710699748,N/A,0.12268954670904941
ZTF17aaabetf,119,N/A (No catsHTM match),,,,58355.38640049985,60919.38418979989,2018-08-25T09:16:25.003186688+00:00,2025-09-01T09:13:13.998710784+00:00,2563.997789300047,N/A,0.0815823491847093
ZTF17aaabeua,79,N/A (No catsHTM match),,,,58422.4488309999,60859.48716440005,2018-10-31T10:46:18.998391296+00:00,2025-07-03T11:41:31.004164608+00:00,2437.0383334001526,N/A,
ZTF17aaabeub,119,N/A (No catsHTM match),,,,58349.45043980004,60981.260381899774,2018-08-19T10:48:37.998723584+00:00,2025-11-02T06:14:56.996140544+00:00,2631.8099420997314,N/A,0.04927297969921607
ZTF17aaabeuc,41,N/A (No catsHTM match),,,,58348.46967589995,60975.37157410011,2018-08-18T11:16:19.997755648+00:00,2025-10-27T08:55:04.002249216+00:00,2626.901898200158,N/A,0.0530980627355776
ZTF17aaabeum,145,N/A (No catsHTM match),,,,58361.44706019992,60933.40972220013,2018-08-31T10:43:46.001273088+00:00,2025-09-15T09:49:59.998091264+00:00,2571.962662000209,N/A,-2.1308049114043826e-06
ZTF17aaabeyl,100,N/A (No catsHTM match),,,,58382.50082179997,60903.50443289988,2018-09-21T12:01:11.003517440+00:00,2025-08-16T12:06:23.002549504+00:00,2521.0036110999063,N/A,0.09436771084371565
ZTF17aaabezb,75,N/A (No catsHTM match),,,,58423.41888889996,60905.50309030013,2018-11-01T10:03:12.000956928+00:00,2025-08-18T12:04:27.001931264+00:00,2482.084201400168,N/A,-1.9197038820806256e-06
ZTF17aaabezh,54,N/A (No catsHTM match),,,,58429.45765049989,60951.46473379992,2018-11-07T10:59:01.003190016+00:00,2025-10-03T11:09:13.000313088+00:00,2522.0070833000354,N/A,0.0044930095778134005
ZTF17aaabfbg,107,1.965,,,8415.602571,58389.51899310015,60730.27739580022,2018-09-28T12:27:21.003853056+00:00,2025-02-24T06:39:26.997139200+00:00,2340.7584027000703,59.749888512885484,-1.8167765474252917e-06
ZTF17aaabfcq,23,N/A (No catsHTM match),,,,58382.50082179997,60904.50112270005,2018-09-21T12:01:11.003517440+00:00,2025-08-17T12:01:37.001284352+00:00,2522.0003009000798,N/A,4.708020059362994e-07
ZTF17aaabfgw,32,N/A (No catsHTM match),,,,58428.32848379994,60977.45548610017,2018-11-06T07:53:01.000314624+00:00,2025-10-29T10:55:53.999054336+00:00,2549.127002300229,N/A,-1.9391876378005435e-06
ZTF17aaabfjm,61,N/A (No catsHTM match),,,,58464.311122700106,60968.39611109998,2018-12-12T07:28:01.001289216+00:00,2025-10-20T09:30:23.999038464+00:00,2504.0849883998744,N/A,0.28265952738074485
ZTF17aaabfjn,31,N/A (No catsHTM match),,,,58836.43758099992,60983.42039350001,2019-12-19T10:30:06.998392832+00:00,2025-11-04T10:05:21.998401024+00:00,2146.982812500093,N/A,-3.3250921869232286e-06
ZTF17aaabfjt,54,N/A (No catsHTM match),,,,58481.32376160007,60975.44078700012,2018-12-29T07:46:13.002246144+00:00,2025-10-27T10:34:43.996809984+00:00,2494.1170254000463,N/A,0.019052213672117624
ZTF17aaabfne,107,-0.00013,,,0.5567574219999999,58439.41819440015,60887.4962847,2018-11-17T10:02:11.996172544+00:00,2025-07-31T11:54:38.998080+00:00,2448.078090299852,1.788059203771831e-07,0.0021143905026701493
ZTF17aaabfoi,27,N/A (No catsHTM match),,,,58476.28327549994,60293.39440969983,2018-12-24T06:47:55.003194880+00:00,2023-12-15T09:27:56.998065408+00:00,1817.1111341998912,N/A,0.017025774789379722
ZTF17aaabfqd,58,N/A (No catsHTM match),,,,58439.41819440015,60979.4444213002,2018-11-17T10:02:11.996172544+00:00,2025-10-31T10:39:58.000337152+00:00,2540.0262269000523,N/A,0.13729891924145998
ZTF17aaabfqe,127,N/A (No catsHTM match),,,,58438.395115700085,60985.42281250004,2018-11-16T09:28:57.996487424+00:00,2025-11-06T10:08:51.000003328+00:00,2547.0276967999525,N/A,0.00022569434278219003
ZTF17aaabfuv,149,N/A (No catsHTM match),,,,58422.45653939992,60900.492858800106,2018-10-31T10:57:25.004153344+00:00,2025-08-13T11:49:43.000329216+00:00,2478.036319400184,N/A,-2.651862988090059e-06
ZTF17aaabgbf,130,N/A (No catsHTM match),,,,58384.40594909992,60981.44167819992,2018-09-23T09:44:34.002233088+00:00,2025-11-02T10:36:00.996472832+00:00,2597.0357290999964,N/A,-2.466943619383599e-06
ZTF17aaabgbh,55,N/A (No catsHTM match),,,,58385.52019680012,60943.461678199936,2018-09-24T12:29:05.003530496+00:00,2025-09-25T11:04:48.996474368+00:00,2557.9414813998155,N/A,0.000838257338757642
ZTF17aaabgdj,124,N/A (No catsHTM match),,,,58480.294375000056,60980.43956020009,2018-12-28T07:03:54.000004864+00:00,2025-11-01T10:32:58.001287680+00:00,2500.145185200032,N/A,0.14564656712137702
ZTF17aaabgdt,104,-7.4e-05,,,0.3169234555999999,58450.37533560023,60980.43956020009,2018-11-28T09:00:28.995859712+00:00,2025-11-01T10:32:58.001287680+00:00,2530.0642245998606,3.0110545901999164e-07,0.08382683008457004
ZTF17aaabgdu,149,6.7e-05,,,0.2869442098,58450.35697920015,60980.43956020009,2018-11-28T08:34:03.002893056+00:00,2025-11-01T10:32:58.001287680+00:00,2530.082580999937,1.4353810067124946e-07,-2.060887136279277e-06
ZTF17aaabgdv,108,N/A (No catsHTM match),,,,58506.23248839984,60973.417627300136,2019-01-23T05:34:46.997745920+00:00,2025-10-25T10:01:22.998731776+00:00,2467.1851389002986,N/A,-1.9186384832003966e-06
ZTF17aaabgdx,90,N/A (No catsHTM match),,,,58456.23298610002,60736.18097219989,2018-12-04T05:35:29.999041536+00:00,2025-03-02T04:20:35.998070272+00:00,2279.947986099869,N/A,-2.342982764913515e-06
ZTF17aaabgep,32,N/A (No catsHTM match),,,,58425.3941434999,60757.13991900021,2018-11-03T09:27:33.998391296+00:00,2025-03-23T03:21:29.001618432+00:00,2331.7457755003124,N/A,
ZTF17aaabgey,73,N/A (No catsHTM match),,,,58450.41916669998,60980.43956020009,2018-11-28T10:03:36.002878464+00:00,2025-11-01T10:32:58.001287680+00:00,2530.0203935001045,N/A,
ZTF17aaabgff,131,N/A (No catsHTM match),,,,58450.37533560023,60922.494039400015,2018-11-28T09:00:28.995859712+00:00,2025-09-04T11:51:25.004161280+00:00,2472.118703799788,N/A,-2.13101507884339e-06
ZTF17aaabgfg,40,N/A (No catsHTM match),,,,58456.27484950004,60621.37922450015,2018-12-04T06:35:46.996803584+00:00,2024-11-07T09:06:04.996813312+00:00,2165.104375000112,N/A,0.01667188189313218
ZTF17aaabgha,29,N/A (No catsHTM match),,,,58450.37533560023,59274.25945599983,2018-11-28T09:00:28.995859712+00:00,2021-03-01T06:13:36.998384896+00:00,823.884120399598,N/A,0.000524897648895517
ZTF17aaabghe,110,N/A (No catsHTM match),,,,58462.31510420004,60985.40777780023,2018-12-10T07:33:45.002883328+00:00,2025-11-06T09:47:12.001939456+00:00,2523.0926736001857,N/A,-1.3895769745975173e-06
ZTF17aaabgif,136,N/A (No catsHTM match),,,,58450.37533560023,60980.43956020009,2018-11-28T09:00:28.995859712+00:00,2025-11-01T10:32:58.001287680+00:00,2530.0642245998606,N/A,-1.7125677180818144e-06
ZTF17aaabgil,101,N/A (No catsHTM match),,,,58450.37533560023,60982.418553200085,2018-11-28T09:00:28.995859712+00:00,2025-11-03T10:02:42.996487424+00:00,2532.0432175998576,N/A,-1.774659305953108e-06
ZTF17aaabgis,65,N/A (No catsHTM match),,,,58431.35748839984,59863.46564809978,2018-11-09T08:34:46.997745920+00:00,2022-10-11T11:10:31.995821056+00:00,1432.108159699943,N/A,-1.9631187970770014e-06
ZTF17aaabgjq,48,N/A (No catsHTM match),,,,58450.39837960014,60624.368159700185,2018-11-28T09:33:39.997452288+00:00,2024-11-10T08:50:08.998095872+00:00,2173.969780100044,N/A,-1.0899474708301207
ZTF17aaabgka,23,N/A (No catsHTM match),,,,58805.486226900015,58890.16604170017,2019-11-18T11:40:10.004161280+00:00,2020-02-11T03:59:06.002894592+00:00,84.67981480015442,N/A,0.02754062108380695
ZTF17aaabgkl,130,N/A (No catsHTM match),,,,58770.40081019979,60928.5051851999,2019-10-14T09:37:10.001261824+00:00,2025-09-10T12:07:28.001271552+00:00,2158.104375000112,N/A,0.030437470321798554
ZTF17aaabgkp,29,N/A (No catsHTM match),,,,58776.46062499983,60928.44539349992,2019-10-20T11:03:17.999985408+00:00,2025-09-10T10:41:21.998392832+00:00,2151.984768500086,N/A,-5.5675611261369395
ZTF17aaabgkq,98,N/A (No catsHTM match),,,,58823.34366900008,60928.5051851999,2019-12-06T08:14:53.001607168+00:00,2025-09-10T12:07:28.001271552+00:00,2105.16151619982,N/A,0.0404892271600259
ZTF17aaabgks,50,N/A (No catsHTM match),,,,58771.42327550007,60928.44539349992,2019-10-15T10:09:31.003206144+00:00,2025-09-10T10:41:21.998392832+00:00,2157.022117999848,N/A,
ZTF17aaabgky,88,N/A (No catsHTM match),,,,58450.35697920015,60934.5080093001,2018-11-28T08:34:03.002893056+00:00,2025-09-16T12:11:32.003528704+00:00,2484.1510300999507,N/A,-2.2545492412984203e-06
ZTF17aaabgno,62,N/A (No catsHTM match),,,,58503.14071760001,60935.43053240003,2019-01-20T03:22:38.000640512+00:00,2025-09-17T10:19:57.999362560+00:00,2432.289814800024,N/A,0.0007820453088152046
ZTF17aaabgpy,94,N/A (No catsHTM match),,,,58436.30582180014,60968.36307869991,2018-11-14T07:20:23.003532032+00:00,2025-10-20T08:42:49.999672576+00:00,2532.057256899774,N/A,0.2415352769012995
ZTF17aaabgrh,99,N/A (No catsHTM match),,,,58456.23298610002,60977.4181597,2018-12-04T05:35:29.999041536+00:00,2025-10-29T10:02:08.998080+00:00,2521.1851735999808,N/A,-2.55566627949122e-06
ZTF17aaabgsm,79,N/A (No catsHTM match),,,,58557.20378470002,60981.39603010006,2019-03-15T04:53:26.998081536+00:00,2025-11-02T09:30:17.000645376+00:00,2424.192245400045,N/A,-2.3076852593284514e-06
ZTF17aaabgso,126,N/A (No catsHTM match),,,,58480.31722219987,60759.17289349996,2018-12-28T07:36:47.998068736+00:00,2025-03-25T04:08:57.998396160+00:00,2278.855671300087,N/A,0.6781752126979677
ZTF17aaabgtj,43,N/A (No catsHTM match),,,,58441.426631900016,60323.26675930014,2018-11-19T10:14:20.996161280+00:00,2024-01-14T06:24:08.003532032+00:00,1881.8401274001224,N/A,-2.3889257576570344e-06
ZTF17aaabgua,55,N/A (No catsHTM match),,,,58431.29412040021,60981.40510419989,2018-11-09T07:03:32.002578432+00:00,2025-11-02T09:43:21.002870528+00:00,2550.1109837996773,N/A,-2.8562597891301778e-06
ZTF17aaabgwd,104,N/A (No catsHTM match),,,,58422.4488309999,60977.39096060023,2018-10-31T10:46:18.998391296+00:00,2025-10-29T09:22:58.995859712+00:00,2554.9421296003275,N/A,0.007049979594368039
ZTF17aaabgwh,43,N/A (No catsHTM match),,,,58437.34307869989,60185.363541699946,2018-11-15T08:14:01.999670784+00:00,2023-08-29T08:43:30.002875392+00:00,1748.0204630000517,N/A,-2.210323577944706e-06
ZTF17aaabgwi,114,N/A (No catsHTM match),,,,58434.34307869989,60673.21740739979,2018-11-12T08:14:01.999670784+00:00,2024-12-29T05:13:03.999341824+00:00,2238.8743286998942,N/A,-2.2427195613961004e-06
ZTF17aaabgwj,49,N/A (No catsHTM match),,,,58371.49175930023,60973.42440970009,2018-09-10T11:48:08.003539968+00:00,2025-10-25T10:11:08.998087936+00:00,2601.93265039986,N/A,0.008331387611393293
ZTF17aaabgwn,26,N/A (No catsHTM match),,,,58486.133911999874,60314.18017360009,2019-01-03T03:12:49.996788992+00:00,2024-01-05T04:19:26.999047936+00:00,1828.0462616002187,N/A,-2.904016289217992e-06
ZTF17aaabgyh,43,N/A (No catsHTM match),,,,58450.35697920015,60683.25540510006,2018-11-28T08:34:03.002893056+00:00,2025-01-08T06:07:47.000645376+00:00,2232.898425899912,N/A,0.0008036048859474398
ZTF17aaabgyn,109,N/A (No catsHTM match),,,,58456.23298610002,60619.416504600085,2018-12-04T05:35:29.999041536+00:00,2024-11-05T09:59:45.997447424+00:00,2163.1835185000677,N/A,0.08934831811223021
ZTF17aaabgzy,36,N/A (No catsHTM match),,,,58719.47592590004,60970.41811340023,2019-08-24T11:25:19.997763584+00:00,2025-10-22T10:02:04.997779712+00:00,2250.9421875001863,N/A,
ZTF17aaabhan,60,N/A (No catsHTM match),,,,58347.44929399993,60609.36844909983,2018-08-17T10:46:59.001594112+00:00,2024-10-26T08:50:34.002225152+00:00,2261.919155099895,N/A,-1.7547618136326548e-06
ZTF17aaabhau,52,N/A (No catsHTM match),,,,58359.47628469998,60773.18356479984,2018-08-29T11:25:50.998078208+00:00,2025-04-08T04:24:19.998705920+00:00,2413.7072800998576,N/A,-1.4834908639294042e-06
ZTF17aaabhck,109,N/A (No catsHTM match),,,,58437.36121529993,60934.48421300016,2018-11-15T08:40:09.001913600+00:00,2025-09-16T11:37:16.003214080+00:00,2497.1229977002367,N/A,0.002589160835710813
ZTF17aaabhjz,39,N/A (No catsHTM match),,,,58465.2172801001,60975.3372105998,2018-12-13T05:12:53.000648704+00:00,2025-10-27T08:05:34.995822592+00:00,2510.119930499699,N/A,-2.536450546042346e-06
ZTF17aaabhlb,65,N/A (No catsHTM match),,,,58450.40208330005,60501.47410879983,2018-11-28T09:38:59.997124608+00:00,2024-07-10T11:22:43.000304896+00:00,2051.0720254997723,N/A,
ZTF17aaabhmp,89,-0.000116,,,0.4967989303999999,58455.30972220004,60979.35699070012,2018-12-03T07:25:59.998083072+00:00,2025-10-31T08:34:03.996490496+00:00,2524.047268500086,7.126304383737199e-08,5.16430693667802e-05
ZTF17aaabhrr,21,4e-06,,,0.0171309976,58494.17375000008,60938.47798610013,2019-01-11T04:10:12.000006400+00:00,2025-09-20T11:28:17.999051264+00:00,2444.3042361000557,7.69373409555885e-10,-2.1480666501094703e-06
ZTF17aaabhvu,27,N/A (No catsHTM match),,,,58437.33332179999,60873.48582179984,2018-11-15T07:59:59.003519232+00:00,2025-07-17T11:39:35.003506176+00:00,2436.152499999851,N/A,
ZTF17aaabicr,62,N/A (No catsHTM match),,,,58455.30972220004,60970.4010648001,2018-12-03T07:25:59.998083072+00:00,2025-10-22T09:37:31.998728448+00:00,2515.0913426000625,N/A,-2.4765603785503743e-06
ZTF17aaabifw,74,N/A (No catsHTM match),,,,58383.5052894,60973.43376159994,2018-09-22T12:07:37.004159744+00:00,2025-10-25T10:24:37.002234880+00:00,2589.928472199943,N/A,0.002308850448989208
ZTF17aaabiua,39,N/A (No catsHTM match),,,,59167.3724769,60223.46599540021,2020-11-14T08:56:22.004159744+00:00,2023-10-06T11:11:02.002578432+00:00,1056.0935185002163,N/A,-2.7573705980721286e-06
ZTF17aaabjcs,27,N/A (No catsHTM match),,,,58367.513749999925,60711.1567592998,2018-09-06T12:19:47.999993600+00:00,2025-02-05T03:45:44.003503104+00:00,2343.643009299878,N/A,-2.361978416409727e-06
ZTF17aaabjff,103,N/A (No catsHTM match),,,,58366.44163190015,60981.36070600012,2018-09-05T10:35:56.996172544+00:00,2025-11-02T08:39:24.998410752+00:00,2614.919074099977,N/A,0.28021169551660985
ZTF17aaabjfh,53,N/A (No catsHTM match),,,,58363.51214119978,60983.34684030013,2018-09-02T12:17:28.999661312+00:00,2025-11-04T08:19:27.001931264+00:00,2619.834699100349,N/A,-2.8562248926000677e-06
ZTF17aaabjfj,49,N/A (No catsHTM match),,,,58366.47607639991,60950.40452549979,2018-09-05T11:25:33.000952064+00:00,2025-10-02T09:42:31.003181824+00:00,2583.9284490998834,N/A,0.03338196695088136
ZTF17aaabjfk,61,N/A (No catsHTM match),,,,58367.44249999989,60966.39484950015,2018-09-06T10:37:11.999990272+00:00,2025-10-18T09:28:34.996813312+00:00,2598.952349500265,N/A,0.1611297653515773
ZTF17aaabjfm,50,N/A (No catsHTM match),,,,58366.48535879981,60594.40284720017,2018-09-05T11:38:55.000303360+00:00,2024-10-11T09:40:05.998094336+00:00,2227.9174884003587,N/A,0.022862905884859286
ZTF17aaabjfu,57,N/A (No catsHTM match),,,,58349.44850690011,60759.18498839997,2018-08-19T10:45:50.996169472+00:00,2025-03-25T04:26:22.997757184+00:00,2409.736481499858,N/A,-2.4169183727718035e-06
ZTF17aaabjgo,74,N/A (No catsHTM match),,,,58361.508761600126,60979.39920140011,2018-08-31T12:12:37.002250752+00:00,2025-10-31T09:34:51.000969728+00:00,2617.890439799987,N/A,0.0013359346989437748
ZTF17aaabjhn,83,N/A (No catsHTM match),,,,58863.14361110004,60981.3108680998,2020-01-15T03:26:47.999043072+00:00,2025-11-02T07:27:39.003822592+00:00,2118.167256999761,N/A,0.07023984593062271
ZTF17aaabjiw,94,N/A (No catsHTM match),,,,58336.46582179982,60975.41478009988,2018-08-06T11:10:47.003504640+00:00,2025-10-27T09:57:17.000629248+00:00,2638.948958300054,N/A,0.003628886315608315
ZTF17aaabjoz,48,0.000504,,,2.1585056976,58372.44472219981,59142.39776619989,2018-09-11T10:40:23.998063872+00:00,2020-10-20T09:32:46.999670784+00:00,769.9530440000817,6.440510057190396e-06,0.021665269621461314
ZTF17aaabjrq,29,N/A (No catsHTM match),,,,58487.222326400224,60902.498425900005,2019-01-04T05:20:09.000979456+00:00,2025-08-15T11:57:43.997760512+00:00,2415.2760994997807,N/A,-2.391046186156487e-06
ZTF17aaabjvg,24,N/A (No catsHTM match),,,,59112.516574100126,60981.442615699954,2020-09-20T12:23:52.002250752+00:00,2025-11-02T10:37:21.996476160+00:00,1868.9260415998287,N/A,0.03798228335072229
ZTF17aaabjzu,128,N/A (No catsHTM match),,,,58424.351956000086,60726.29041669984,2018-11-02T08:26:48.998407424+00:00,2025-02-20T06:58:12.002865664+00:00,2301.938460699748,N/A,-2.128473832962996e-06
ZTF17aaabket,26,N/A (No catsHTM match),,,,58422.391307900194,60568.48668979993,2018-10-31T09:23:29.002576896+00:00,2024-09-15T11:40:49.998714112+00:00,2146.095381899737,N/A,
ZTF17aaabkfu,23,N/A (No catsHTM match),,,,58482.19494209997,60977.36635420006,2018-12-30T04:40:42.997437696+00:00,2025-10-29T08:47:33.002884864+00:00,2495.171412100084,N/A,-3.152596547373321e-06
ZTF17aaabkiw,85,N/A (No catsHTM match),,,,58368.4953240999,60891.49645829992,2018-09-07T11:53:16.002231552+00:00,2025-08-04T11:54:53.997113344+00:00,2523.0011342000216,N/A,-1.8707788322913643e-06
ZTF17aaabkns,82,N/A (No catsHTM match),,,,58350.48923610011,60900.49633099977,2018-08-20T11:44:29.999049728+00:00,2025-08-13T11:54:42.998380032+00:00,2550.007094899658,N/A,0.01945866621736958
ZTF17aaabkpb,94,N/A (No catsHTM match),,,,58493.25180559978,60981.3279281999,2019-01-10T06:02:36.003820800+00:00,2025-11-02T07:52:12.996471296+00:00,2488.07612260012,N/A,0.008053938472125433
ZTF17aaabkqo,56,N/A (No catsHTM match),,,,58347.49202550016,60530.45376159996,2018-08-17T11:48:31.003214080+00:00,2024-08-08T10:53:25.002236416+00:00,2182.9617360997945,N/A,-1.9539409479296665e-06
ZTF17aaabkvb,74,N/A (No catsHTM match),,,,58686.42909719981,60911.388749999925,2019-07-22T10:17:53.998063872+00:00,2025-08-24T09:19:47.999993600+00:00,2224.959652800113,N/A,
ZTF17aaabkvl,32,N/A (No catsHTM match),,,,58707.45236109989,60929.409305599984,2019-08-12T10:51:23.999030272+00:00,2025-09-11T09:49:24.003838720+00:00,2221.956944500096,N/A,0.000684665089901948
ZTF17aaabkxc,139,N/A (No catsHTM match),,,,58367.42480320018,60856.48987270007,2018-09-06T10:11:42.996495360+00:00,2025-06-30T11:45:25.001285888+00:00,2489.0650694998917,N/A,-1.9621307849604364e-06
ZTF17aaabkxu,127,N/A (No catsHTM match),,,,58382.49700229988,60952.40916670021,2018-09-21T11:55:40.998709248+00:00,2025-10-04T09:49:12.002897920+00:00,2569.912164400332,N/A,-2.6049003043482344e-06
ZTF17aaablgo,24,N/A (No catsHTM match),,,,58397.45549769979,60352.18636569986,2018-10-06T10:55:55.001261824+00:00,2024-02-12T04:28:21.996467968+00:00,1954.7308680000715,N/A,0.00012544723563912008
ZTF17aaablgs,87,N/A (No catsHTM match),,,,58423.41934029991,60981.44309030008,2018-11-01T10:03:51.001912064+00:00,2025-11-02T10:38:03.001926656+00:00,2558.023750000168,N/A,0.11510663531827048
ZTF17aaabllf,122,N/A (No catsHTM match),,,,58437.430659700185,60916.49511570018,2018-11-15T10:20:08.998095872+00:00,2025-08-29T11:52:57.996495360+00:00,2479.064455999993,N/A,-2.1470240332277513e-06
ZTF17aaablms,21,N/A (No catsHTM match),,,,58482.21652780008,60973.37385419989,2018-12-30T05:11:48.001926656+00:00,2025-10-25T08:58:21.002870528+00:00,2491.1573263998143,N/A,-2.057056574189531e-06
ZTF17aaablny,29,N/A (No catsHTM match),,,,58443.26194440015,60913.42562500015,2018-11-21T06:17:11.996172544+00:00,2025-08-26T10:12:54.000012800+00:00,2470.1636806000024,N/A,-1.8283783118633323e-06
ZTF17aaablqi,27,N/A (No catsHTM match),,,,59168.35027780011,60884.48524310021,2020-11-15T08:24:24.001929728+00:00,2025-07-28T11:38:45.003857920+00:00,1716.1349653000943,N/A,-1.5731685536479745e-06
ZTF17aaabltk,35,N/A (No catsHTM match),,,,58439.28120370023,60916.49559029983,2018-11-17T06:44:55.999699712+00:00,2025-08-29T11:53:39.001905664+00:00,2477.214386599604,N/A,0.0008512196818308837
ZTF17aaabltw,85,N/A (No catsHTM match),,,,58434.41357639991,60942.49476849986,2018-11-12T09:55:33.000952064+00:00,2025-09-24T11:52:27.998388224+00:00,2508.081192099955,N/A,0.04686226631310275
ZTF17aaablxq,51,N/A (No catsHTM match),,,,58705.50100689987,60732.22015050007,2019-08-10T12:01:26.996148480+00:00,2025-02-26T05:17:01.003206144+00:00,2026.719143600203,N/A,
ZTF17aaablzh,47,N/A (No catsHTM match),,,,58439.41819440015,60966.33728010021,2018-11-17T10:02:11.996172544+00:00,2025-10-18T08:05:41.000658176+00:00,2526.919085700065,N/A,-2.143867317228043e-06
ZTF17aaabmbd,123,N/A (No catsHTM match),,,,58435.33012730023,60973.41856480017,2018-11-13T07:55:22.998739712+00:00,2025-10-25T10:02:43.998734848+00:00,2538.088437499944,N/A,0.0011918460800274255
ZTF17aaabmmd,96,N/A (No catsHTM match),,,,58448.41570599983,60956.316990700085,2018-11-26T09:58:36.998384896+00:00,2025-10-08T07:36:27.996487424+00:00,2507.90128470026,N/A,0.00165921448037043
ZTF17aaabmmq,78,N/A (No catsHTM match),,,,58476.30844909977,60970.360474499874,2018-12-24T07:24:10.002220288+00:00,2025-10-22T08:39:04.996788992+00:00,2494.052025400102,N/A,-2.3810494720333253e-06
ZTF17aaabmpz,46,N/A (No catsHTM match),,,,58490.22916670004,60930.44782410003,2019-01-07T05:30:00.002883328+00:00,2025-09-12T10:44:52.002242816+00:00,2440.2186573999934,N/A,0.07433858714281638
ZTF17aaabmqa,87,N/A (No catsHTM match),,,,58450.37533560023,60261.4539235998,2018-11-28T09:00:28.995859712+00:00,2023-11-13T10:53:38.999022336+00:00,1811.0785879995676,N/A,0.19804325454031535
ZTF17aaabmqb,85,N/A (No catsHTM match),,,,58450.37533560023,60980.43956020009,2018-11-28T09:00:28.995859712+00:00,2025-11-01T10:32:58.001287680+00:00,2530.0642245998606,N/A,-1.8235680177003388e-06
