tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,oid
ztf,59894.31069440022,2140310695815010009,2,2140310695815,19.32989,-1,2140,0.3033118,18.81246,15.726516,18.6689,0.15230253,100.0,0.008878291,0.1614,59.8989225,50.278169,0.81285715,t17_f5_c3,18.8727,0.2453,True,True,False,1.1.6,0.0,,0.9566999,742120258.0,ZTF17aaaaaal
ztf,59896.32055559987,2142320555815015009,2,2142320555815,19.5741,1,2142,0.665935,18.3793,15.579344,18.3527,0.187357,0.0031390488,0.01421306,0.1095,59.8990866,50.2783216,0.767143,t17_f5_c3,18.3592,0.1373,False,True,False,1.1.6,0.0,2.152278445815015e+18,,,ZTF17aaaaaal
ztf,59902.36825230019,2148368255815015006,2,2148368255815,19.8696,1,2148,1.04501,18.8446,15.6084385,18.8183,0.172039,100.0,0.00873297,0.1165,59.8988948,50.2784138,0.645714,t17_f5_c3,18.8342,0.1432,False,True,False,1.1.6,0.0,2.152278445815015e+18,,,ZTF17aaaaaal
ztf,59906.27844909998,2152278445815015014,1,2152278445815,20.572424,1,2152,0.4148037,18.892284,16.397972,19.1184,0.1576121,100.0,0.015844004,0.1124,59.8991716,50.2780745,0.79285717,t17_f5_c3,19.1898,0.1465,True,True,False,1.1.6,0.0,,0.84632695,742120158.0,ZTF17aaaaaal
ztf,59906.317465300206,2152317465815015009,2,2152317465815,20.546247,1,2152,0.109092176,17.795254,15.522193,17.836,0.074714266,100.0,0.009208297,0.0453,59.8990082,50.2781182,0.7285714,t17_f5_c3,17.8225,0.0533,True,True,False,1.1.6,0.0,,0.70572627,742120258.0,ZTF17aaaaaal
ztf,59913.26015050011,2159260155815010012,2,2159260155815,20.030846,-1,2159,0.19544832,18.455425,15.751443,18.5091,0.12004217,100.0,0.009948114,0.0931,59.8989611,50.2781259,0.85571426,t17_f5_c3,18.5678,0.1204,True,True,False,1.1.6,0.0,,0.99957144,742120258.0,ZTF17aaaaaal
ztf,59983.11888890015,2229118885815025009,1,2229118885815,20.4788,1,2229,0.401054,19.1756,16.423334,19.5817,0.239921,0.00745938,0.019017877,0.1878,59.899133,50.2782422,0.658571,t17_f5_c3,19.7669,0.2743,False,True,False,1.1.6,0.0,2.23116251581501e+18,,,ZTF17aaaaaal
ztf,59985.16251160018,2231162515815010005,2,2231162515815,19.822716,-1,2231,0.834194,18.051111,15.792818,18.5337,0.1272771,100.0,0.015901316,0.0935,59.8990945,50.2779057,0.61,t17_f5_c3,18.5082,0.1118,True,True,False,1.1.6,0.0,,0.977812,742120258.0,ZTF17aaaaaal
ztf,60021.15239580022,2267152395815015006,2,2267152395815,19.972357,1,2267,0.28853652,17.895525,15.534062,17.8741,0.13574311,0.00781343,0.015421721,0.0632,59.8989451,50.2781857,0.8,t17_f5_c3,17.839,0.0754,True,True,False,1.1.6,0.0,,0.9783393,742120258.0,ZTF17aaaaaal
ztf,60021.206192099955,2267206195815010144,1,2267206195815,19.00169,-1,2267,0.8927911,18.000772,16.831202,18.3615,0.17800856,0.055009045,0.060619567,0.1887,59.8986701,50.2780515,0.42285714,t17_f5_c3,18.537,0.2826,True,True,False,1.1.6,0.0,,0.40551722,742120158.0,ZTF17aaaaaal
ztf,60128.47769680014,2374477695815010003,2,2374477695815,19.00407,-1,2374,0.55656344,18.397673,15.75637,18.4915,0.1275039,100.0,0.011194435,0.2313,59.8988158,50.2780818,0.8814286,t17_f5_c3,18.6996,0.3573,True,True,False,1.2.0,0.0,,0.9944527,742120258.0,ZTF17aaaaaal
ztf,60128.48006939981,2374480065815010001,2,2374480065815,18.854137,-1,2374,0.46150205,18.240734,15.771296,18.7271,0.16146538,0.0014642044,0.016607493,0.3016,59.898916,50.2780388,0.7728571,t17_f5_c3,18.7027,0.3764,True,True,False,1.2.0,0.0,,0.993693,742120258.0,ZTF17aaaaaal
ztf,60133.48089119978,2379480895815010004,2,2379480895815,19.656431,-1,2379,0.77124596,18.372086,15.758645,18.4008,0.15400857,100.0,0.013872944,0.1413,59.8988221,50.2779699,0.40428573,t17_f5_c3,18.4155,0.1809,True,True,False,1.2.0,0.0,,0.7867269,742120258.0,ZTF17aaaaaal
ztf,60139.46828699997,2385468285815015004,2,2385468285815,19.8936,1,2385,0.64829,17.7888,15.521396,18.0292,0.16505,0.015666025,0.020448154,0.0775,59.8988353,50.2782595,0.604286,t17_f5_c3,18.0186,0.0949,False,True,False,1.2.0,0.0,2.385478125815015e+18,,,ZTF17aaaaaal
ztf,60139.47812499991,2385478125815015002,2,2385478125815,19.939945,1,2385,0.22877574,17.893509,15.5338335,18.0917,0.12035654,0.0032985148,0.01369618,0.0847,59.8989854,50.2781877,0.7714286,t17_f5_c3,18.105,0.1063,True,True,False,1.2.0,0.0,,0.95494705,742120258.0,ZTF17aaaaaal
ztf,60141.46861110022,2387468615815010002,2,2387468615815,20.066755,-1,2387,0.677408,18.49653,15.748105,18.6437,0.10859799,100.0,0.008638763,0.1186,59.8989495,50.277956,0.6342857,t17_f5_c3,18.5324,0.1317,True,True,False,1.2.0,0.0,,0.7472602,742120258.0,ZTF17aaaaaal
ztf,60141.47363429982,2387473635815010004,2,2387473635815,20.2217,-1,2387,0.441054,18.7036,15.7332115,18.6604,0.231872,100.0,0.015034631,0.118,59.8988935,50.2780633,0.427143,t17_f5_c3,18.5546,0.1313,False,True,False,1.2.0,0.0,2.38747866581501e+18,,,ZTF17aaaaaal
ztf,60141.476157399826,2387476155815010005,2,2387476155815,20.195656,-1,2387,0.3637332,18.38883,15.757149,18.7964,0.18387467,100.0,0.016287316,0.1365,59.8992041,50.2781218,0.4485714,t17_f5_c3,18.8216,0.1718,True,True,False,1.2.0,0.0,,0.12087506,742120258.0,ZTF17aaaaaal
ztf,60141.47866899986,2387478665815010009,2,2387478665815,20.162859,-1,2387,0.72919166,18.381147,15.757833,18.7187,0.17546786,100.0,0.015662879,0.1317,59.8988636,50.2779701,0.39285713,t17_f5_c3,18.9174,0.195,True,True,False,1.2.0,0.0,,0.32641858,742120258.0,ZTF17aaaaaal
ztf,60142.474062500056,2388474065815010003,2,2388474065815,20.248066,-1,2388,0.70240957,18.17431,15.778364,18.434,0.11776494,100.0,0.012960967,0.0957,59.898771,50.2780588,0.41142857,t17_f5_c3,18.4769,0.1221,True,True,False,1.2.0,0.0,,0.24564976,742120258.0,ZTF17aaaaaal
ztf,60142.4790856,2388479085815010002,2,2388479085815,20.07403,-1,2388,0.46540767,18.371649,15.758684,18.51,0.14092071,100.0,0.0126995705,0.1122,59.8990396,50.2780053,0.7157143,t17_f5_c3,18.6134,0.1527,True,True,False,1.2.0,0.0,,0.951113,742120258.0,ZTF17aaaaaal
ztf,60144.47353010019,2390473535815015007,2,2390473535815,20.43687,1,2390,0.29410762,17.76165,15.517995,17.8718,0.14300798,0.012502695,0.01810916,0.052,59.899064,50.2780558,0.4457143,t17_f5_c3,17.8501,0.0614,True,True,False,1.2.0,0.0,,0.56187415,742120258.0,ZTF17aaaaaal
ztf,60144.47600689996,2390476005815015006,2,2390476005815,20.410538,1,2390,0.15315132,17.890442,15.5334835,17.8265,0.18987139,0.017105635,0.02166089,0.051,59.8989885,50.2781175,0.55,t17_f5_c3,17.8284,0.0616,True,True,False,1.2.0,0.0,,0.67665565,742120258.0,ZTF17aaaaaal
ztf,60159.466261600144,2405466265815015003,2,2405466265815,19.6137,1,2405,0.419474,18.0346,15.548995,18.2962,0.137397,0.0034846067,0.013923086,0.1121,59.8991722,50.2782221,0.842857,t17_f5_c3,18.2476,0.1342,False,True,False,1.2.0,0.0,2.428477855815015e+18,,,ZTF17aaaaaal
ztf,60182.477858799975,2428477855815015008,2,2428477855815,20.456228,1,2428,0.09793917,17.917536,15.536541,17.9297,0.13459648,0.006926487,0.015018817,0.0487,59.8990923,50.2781344,0.76428574,t17_f5_c3,17.9101,0.0569,True,True,False,1.2.0,0.0,,0.9818511,742120258.0,ZTF17aaaaaal
ztf,60187.45085649984,2433450855815015007,2,2433450855815,19.656467,1,2433,0.11085352,17.79067,15.521627,17.986,0.1157179,0.0056687975,0.014314736,0.0966,59.8990087,50.2781146,0.7814286,t17_f5_c3,17.9997,0.1231,True,True,False,1.2.0,0.0,,0.985228,742120258.0,ZTF17aaaaaal
ztf,60192.44631939987,2438446315815015004,2,2438446315815,20.113337,1,2438,0.24818724,17.752125,15.516785,17.8283,0.16277231,0.016129682,0.020770375,0.059,59.8991094,50.2780775,0.5442857,t17_f5_c3,17.8681,0.0753,True,True,False,1.2.0,0.0,,0.6220517,742120258.0,ZTF17aaaaaal
ztf,60221.345625000075,2467345625815015009,2,2467345625815,19.663807,1,2467,0.6184718,18.284657,15.571867,18.2479,0.11044099,100.0,0.009078511,0.1048,59.899294,50.2780687,0.9042857,t17_f5_c3,18.1117,0.1157,True,True,False,1.2.1,0.0,,0.9772794,742120258.0,ZTF17aaaaaal
ztf,60223.453923599795,2469453925815010009,2,2469453925815,20.1003,-1,2469,0.534622,18.3215,15.763319,18.5905,0.1649,100.0,0.01562961,0.1064,59.8990495,50.2779848,0.438571,t17_f5_c3,18.5468,0.1259,False,True,False,1.2.1,0.0,2.481436385815015e+18,,,ZTF17aaaaaal
ztf,60235.43638890004,2481436385815015007,2,2481436385815,20.62771,1,2481,0.056636214,17.894848,15.533986,17.8128,0.10690894,100.0,0.012152597,0.0422,59.8990258,50.2781285,0.7985714,t17_f5_c3,17.7907,0.0488,True,True,False,1.2.1,0.0,,0.9471841,742120258.0,ZTF17aaaaaal
ztf,60237.391701399814,2483391705815010004,2,2483391705815,20.647383,-1,2483,0.49764872,18.402416,15.755954,18.5723,0.2114989,0.0086893365,0.018480903,0.081,59.8988533,50.2780724,0.38714287,t17_f5_c3,18.5512,0.0949,True,True,False,1.2.1,0.0,,0.39118037,742120258.0,ZTF17aaaaaal
ztf,60239.40401619999,2485404015815015013,2,2485404015815,20.406328,1,2485,0.24548107,18.265177,15.570252,18.3567,0.11583973,100.0,0.00968028,0.0708,59.8991532,50.2781418,0.85571426,t17_f5_c3,18.3856,0.0867,True,True,False,1.2.1,0.0,,0.97304,742120258.0,ZTF17aaaaaal
ztf,60244.327731499914,2490327735815015008,2,2490327735815,19.6944,1,2490,0.292128,17.9286,15.53777,17.8821,0.123221,0.002768247,0.013625504,0.0797,59.899146,50.2781894,0.851429,t17_f5_c3,17.94,0.1054,False,True,False,1.2.1,0.0,2.490408315815015e+18,,,ZTF17aaaaaal
ztf,60244.40831020009,2490408315815015009,1,2490408315815,19.564337,1,2490,0.26122317,19.047663,16.412624,18.8652,0.18781735,100.0,0.01658519,0.1947,59.8991138,50.2781001,0.9242857,t17_f5_c3,18.9213,0.2608,True,True,False,1.2.1,0.0,,0.9913074,742120158.0,ZTF17aaaaaal
ztf,60249.4482522998,2495448255815015006,2,2495448255815,19.3777,1,2495,0.568129,17.7291,15.513819,17.7224,0.11022,0.005911623,0.014326768,0.0693,59.8990297,50.2782956,0.822857,t17_f5_c3,17.646,0.0809,False,True,False,1.2.1,0.0,2.509437145815015e+18,,,ZTF17aaaaaal
ztf,60259.405775499996,2505405775815015005,1,2505405775815,20.2838,1,2505,0.092026,19.3561,16.436596,19.7266,0.234452,100.0,0.015931351,0.2055,59.8990228,50.2781771,0.875714,t17_f5_c3,19.6979,0.2466,False,True,False,1.2.1,0.0,2.509437145815015e+18,,,ZTF17aaaaaal
ztf,60261.32913189987,2507329135815010010,1,2507329135815,20.7828,-1,2507,0.749004,20.0301,16.556406,20.1153,0.463472,100.0,0.018903648,0.2604,59.8988747,50.2779655,0.404286,t17_f5_c3,20.0799,0.3079,False,True,False,1.2.1,0.0,2.509437145815015e+18,,,ZTF17aaaaaal
ztf,60263.43714120006,2509437145815015006,2,2509437145815,20.292149,1,2509,0.2930082,17.920338,15.536853,17.9311,0.124949984,0.003976287,0.013910489,0.0537,59.8989498,50.2781919,0.85142857,t17_f5_c3,17.9089,0.0635,True,True,False,1.2.1,0.0,,0.94155425,742120258.0,ZTF17aaaaaal
ztf,60290.3517593001,2536351755815010012,1,2536351755815,20.7211,-1,2536,1.25755,18.629,16.679827,18.8671,0.153823,0.012720603,0.025547702,0.0853,59.8985347,50.277995,0.315714,t17_f5_c3,19.0582,0.1246,False,True,False,23.12.x,0.0,2.56015021581501e+18,,,ZTF17aaaaaal
ztf,60314.15021990007,2560150215815010004,2,2560150215815,20.206238,-1,2560,0.5124168,18.244724,15.770886,18.6017,0.09571374,100.0,0.009804808,0.0958,59.8990783,50.2779933,0.7757143,t17_f5_c3,18.5112,0.1072,True,True,False,23.12.x,0.0,,0.9841655,742120258.0,ZTF17aaaaaal
ztf,60314.23030090006,2560230305815010006,1,2560230305815,20.204512,-1,2560,0.60717064,19.668768,16.574034,19.725,0.20345962,100.0,0.0117648,0.2104,59.898856,50.2780163,0.8842857,t17_f5_c3,19.8042,0.2804,True,True,False,23.12.x,0.0,,0.9904095,742120158.0,ZTF17aaaaaal
ztf,60323.269270800054,2569269275815010006,2,2569269275815,19.757706,-1,2569,0.4054734,18.331064,15.762418,18.5015,0.10879275,100.0,0.010212715,0.1014,59.8989273,50.2780525,0.8142857,t17_f5_c3,18.5345,0.1287,True,True,False,23.12.x,0.0,,0.99941695,742120258.0,ZTF17aaaaaal
ztf,60325.2665161998,2571266515815015028,1,2571266515815,20.32689,1,2571,0.39793292,19.387646,16.438711,19.4735,0.17990804,100.0,0.011898081,0.1686,59.8991528,50.2780724,0.8471429,t17_f5_c3,19.3608,0.1876,True,True,False,23.12.x,0.0,,0.9994112,742120158.0,ZTF17aaaaaal
ztf,60340.33048610017,2586330485815015004,2,2586330485815,19.62456,1,2586,0.56734616,18.140438,15.559262,18.0421,0.09105796,100.0,0.008449823,0.0877,59.8988438,50.2782302,0.9242857,t17_f5_c3,18.0276,0.108,True,True,False,23.12.x,0.0,,0.9982816,742120258.0,ZTF17aaaaaal
ztf,60357.220972199924,2603220975815010005,2,2603220975815,20.0028,-1,2603,0.46232206,18.313522,15.764079,18.4734,0.16477242,100.0,0.01574371,0.1134,59.8989741,50.2780148,0.53,t17_f5_c3,18.5105,0.1463,True,True,False,23.12.x,0.0,,0.59902984,742120258.0,ZTF17aaaaaal
ztf,60495.47807870014,2741478075815010006,2,2741478075815,19.44681,-1,2741,0.5033939,18.214725,15.774007,18.4888,0.16938551,0.0067071076,0.017889109,0.1549,59.8990695,50.2779953,0.78571427,t17_f5_c3,18.4246,0.1843,True,True,False,24.5.1,0.0,,0.9808814,742120258.0,ZTF17aaaaaal
ztf,60500.47049769992,2746470492615010001,2,2746470492615,19.77254,-1,2746,0.22760168,18.843,15.732159,18.7799,0.1749324,100.0,0.009966293,0.1467,59.899142,50.2781282,0.7842857,t17_f5_c3,18.8581,0.1958,True,True,False,23.12.x,0.0,,0.9995228,1780120226.0,ZTF17aaaaaal
ztf,60500.47394679999,2746473942615010002,2,2746473942615,19.751448,-1,2746,0.20774831,18.345285,15.768742,18.3891,0.1099114,100.0,0.010242956,0.1082,59.8989687,50.2780939,0.7014286,t17_f5_c3,18.3618,0.1316,True,True,False,24.5.1,0.0,,0.999308,1780120226.0,ZTF17aaaaaal
ztf,60501.47052079998,2747470522615015002,2,2747470522615,19.78235,1,2747,0.59073037,18.358429,15.584204,18.3166,0.0912209,100.0,0.0070860516,0.0983,59.8988287,50.2782251,0.87285715,t17_f5_c3,18.3877,0.1296,True,True,False,24.5.1,0.0,,0.9987369,1780120226.0,ZTF17aaaaaal
ztf,60503.474062500056,2749474062615010001,2,2749474062615,19.9251,-1,2749,0.085352,18.4381,15.760483,18.49,0.113803,100.0,0.009662881,0.12,59.8990754,50.2781423,0.688571,t17_f5_c3,18.3673,0.133,False,True,False,24.5.1,0.0,2.776453285815015e+18,,,ZTF17aaaaaal
ztf,60530.45328699984,2776453285815015013,2,2776453285815,18.884594,1,2776,0.30242696,17.66299,15.504994,17.676,0.1340312,0.013028278,0.018365705,0.1538,59.8989546,50.2780782,0.6471428,t17_f5_c3,17.6604,0.1915,True,True,False,24.5.1,0.0,,0.8067831,742120258.0,ZTF17aaaaaal
ztf,60557.4325116002,2803432515815010007,2,2803432515815,20.594416,-1,2803,0.6533924,18.506142,15.747344,18.4859,0.17111154,100.0,0.013482184,0.0777,59.898783,50.2780597,0.39142856,t17_f5_c3,18.4126,0.0869,True,True,False,24.5.1,0.0,,0.08250347,742120258.0,ZTF17aaaaaal
ztf,60559.3949190001,2805394915815015015,2,2805394915815,20.314804,1,2805,0.26507106,17.808493,15.523816,17.9632,0.1285045,0.008488254,0.015669234,0.0554,59.899143,50.2780958,0.6628571,t17_f5_c3,17.9959,0.0684,True,True,False,24.5.1,0.0,,0.9976787,742120258.0,ZTF17aaaaaal
ztf,60592.40413190005,2838404135815015012,1,2838404135815,20.438211,1,2838,0.26607606,18.897486,16.398495,19.2603,0.19121821,0.00860085,0.019139597,0.1315,59.8991319,50.2781101,0.8485714,t17_f5_c3,19.2438,0.1587,True,True,False,24.5.1,0.0,,0.9985063,742120158.0,ZTF17aaaaaal
ztf,60592.43050929997,2838430505815015011,2,2838430505815,20.39525,1,2838,0.106835656,17.786463,15.521106,17.769,0.09046513,100.0,0.011228933,0.0426,59.8990097,50.2781546,0.92285717,t17_f5_c3,17.7626,0.0503,True,True,False,24.5.1,0.0,,0.99993825,742120258.0,ZTF17aaaaaal
ztf,60681.1957291998,2927195725815010007,1,2927195725815,20.3936,-1,2927,1.60327,19.5861,,19.5082,0.224821,,,0.1909,59.8997179,50.2780444,0.427143,t17_f5_c3,19.4592,0.2277,False,False,True,26.0.1,0.0,2.943243845815015e+18,,,ZTF17aaaaaal
ztf,60697.24384259991,2943243845815015004,2,2943243845815,18.556553,1,2943,0.3713886,17.743061,15.515623,17.7997,0.11472372,0.006824396,0.014746135,0.1495,59.8992052,50.2781434,0.81285715,t17_f5_c3,17.9209,0.2121,True,True,False,26.0.1,0.0,,0.9928607,742120258.0,ZTF17aaaaaal
ztf,60699.21929399995,2945219295815010008,2,2945219295815,19.706173,-1,2945,0.9313447,18.439623,15.752763,18.6969,0.10937637,100.0,0.009208298,0.1062,59.8989621,50.2778797,0.7385714,t17_f5_c3,18.716,0.1323,True,True,False,26.0.1,0.0,,0.98694897,742120258.0,ZTF17aaaaaal
ztf,60733.162488400005,2979162485815010006,2,2979162485815,19.976503,-1,2979,0.35792315,18.347935,15.760847,18.55,0.09958612,100.0,0.00919102,0.1042,59.8990572,50.278036,0.88285714,t17_f5_c3,18.5558,0.129,True,True,False,26.0.1,0.0,,0.9997711,742120258.0,ZTF17aaaaaal
ztf,60735.13942130003,2981139425815015014,1,2981139425815,20.386444,1,2981,0.21389125,19.117983,16.418653,19.5454,0.1475967,100.0,0.01228415,0.1885,59.8990346,50.2780923,0.82714283,t17_f5_c3,19.6044,0.2455,True,True,False,26.0.1,0.0,,0.9941497,742120158.0,ZTF17aaaaaal
ztf,60757.15354169998,3003153545815010008,2,3003153545815,20.12847,-1,3003,0.66261226,18.331402,15.762385,18.3692,0.16148578,100.0,0.015154018,0.0968,59.8988459,50.2780024,0.55142856,t17_f5_c3,18.4508,0.1294,True,True,False,26.0.1,0.0,,0.39436376,742120258.0,ZTF17aaaaaal
ztf,60759.14607639983,3005146075815015005,1,3005146075815,20.05753,1,3005,0.44496202,18.840567,16.392662,19.3496,0.19911857,0.01213217,0.020890536,0.2038,59.8989312,50.2780467,0.6557143,t17_f5_c3,19.2853,0.2408,True,True,False,26.0.1,0.0,,0.90248233,742120158.0,ZTF17aaaaaal
ztf,60902.430486099795,3148430485815015006,2,3148430485815,19.840588,1,3148,0.19597936,17.836674,15.527214,17.8492,0.07823041,100.0,0.00932377,0.0646,59.898967,50.2781183,0.9,t17_f5_c3,17.8127,0.0772,True,True,False,27.5.6,0.0,,0.9996833,742120258.0,ZTF17aaaaaal
ztf,60914.486944399774,3160486945815010006,1,3160486945815,20.5105,-1,3160,0.774148,19.5942,16.578506,19.7042,0.186576,100.0,0.011603212,0.2027,59.8989215,50.2783594,0.607143,t17_f5_c3,19.6164,0.2308,False,True,False,27.5.6,0.0,3.171425205815015e+18,,,ZTF17aaaaaal
ztf,60925.42520829989,3171425205815015006,2,3171425205815,19.668558,1,3171,0.39427552,18.425615,15.582788,18.2901,0.1849285,100.0,0.01348569,0.1304,59.8990946,50.2780294,0.5642857,t17_f5_c3,18.351,0.1738,True,True,False,27.5.6,0.0,,0.47229505,742120258.0,ZTF17aaaaaal
ztf,60935.42864579987,3181428645815015011,2,3181428645815,20.4035,1,3181,0.688213,17.631,15.500555,17.8845,0.112163,0.009072549,0.015764184,0.0488,59.8991091,50.2783234,0.612857,t17_f5_c3,17.8868,0.0592,False,True,False,27.5.6,0.0,3.200417025815015e+18,,,ZTF17aaaaaal
ztf,60935.42864579987,3181428645815015012,2,3181428645815,20.4035,1,3181,0.595702,17.796,15.522285,17.8117,0.055445,100.0,0.0068293074,0.0471,59.8990786,50.2783003,0.791429,t17_f5_c3,17.7912,0.0553,False,True,False,27.5.6,0.0,3.200417025815015e+18,,,ZTF17aaaaaal
ztf,60948.40646990016,3194406465815010101,2,3194406465815,18.861217,-1,3194,0.16898844,18.06654,15.790906,18.0304,0.13294426,100.0,0.016346171,0.2005,59.8989872,50.2781102,0.74714285,t17_f5_c3,18.091,0.2683,True,True,False,27.5.6,0.0,,0.9921915,742120258.0,ZTF17aaaaaal
ztf,60954.41702549998,3200417025815015004,2,3200417025815,19.93249,1,3200,0.33664206,17.985184,15.543883,17.9071,0.16165008,0.010542278,0.01706302,0.0778,59.8991315,50.278059,0.63285714,t17_f5_c3,17.8888,0.0956,True,True,False,27.5.6,0.0,,0.5348181,742120258.0,ZTF17aaaaaal
